Chr	Start	End	Value	Color
2	30400001	30500000	2867	1f78b4
2	30500001	30600000	2138	1f78b4
2	30600001	30700000	2652	1f78b4
2	30700001	30800000	1942	1f78b4
2	30800001	30900000	3246	1f78b4
2	30900001	31000000	6952	1f78b4
2	31000001	31100000	1667	1f78b4
2	31100001	31200000	2070	1f78b4
2	31200001	31300000	2139	1f78b4
2	31300001	31400000	6168	1f78b4
2	31400001	31500000	1889	1f78b4
2	31500001	31600000	2183	1f78b4
2	31600001	31700000	2961	1f78b4
2	31700001	31800000	1466	1f78b4
2	31800001	31900000	3961	1f78b4
2	31900001	32000000	1737	1f78b4
2	32000001	32100000	2577	1f78b4
2	32100001	32200000	2589	1f78b4
2	32200001	32300000	2644	1f78b4
2	32300001	32400000	1754	1f78b4
2	32400001	32500000	4375	1f78b4
2	32500001	32600000	1867	1f78b4
2	32600001	32700000	1810	1f78b4
2	32700001	32800000	2870	1f78b4
2	32800001	32900000	2630	1f78b4
2	32900001	33000000	2385	1f78b4
2	33000001	33100000	5714	1f78b4
2	33100001	33200000	1994	1f78b4
2	33200001	33300000	2825	1f78b4
2	33300001	33400000	2204	1f78b4
2	33400001	33500000	2302	1f78b4
2	33500001	33600000	3251	1f78b4
2	33600001	33700000	2775	1f78b4
2	33700001	33800000	1972	1f78b4
2	33800001	33900000	2532	1f78b4
2	33900001	34000000	3660	1f78b4
2	34000001	34100000	4738	1f78b4
2	34100001	34200000	6226	1f78b4
2	34200001	34300000	2950	1f78b4
2	34300001	34400000	1792	1f78b4
2	34400001	34500000	3043	1f78b4
2	34500001	34600000	2897	1f78b4
2	34600001	34700000	2645	1f78b4
2	34700001	34800000	4023	1f78b4
2	34800001	34900000	3143	1f78b4
2	34900001	35000000	1494	1f78b4
2	35000001	35100000	3191	1f78b4
2	35100001	35200000	5142	1f78b4
2	35200001	35300000	2319	1f78b4
2	35300001	35400000	1870	1f78b4
2	35400001	35500000	3824	1f78b4
2	35500001	35600000	1973	1f78b4
2	35600001	35700000	1971	1f78b4
2	35700001	35800000	1690	1f78b4
2	35800001	35900000	4078	1f78b4
2	35900001	35937250	1346	1f78b4
3	1	100000	1981	1f78b4
3	100001	200000	1245	1f78b4
3	200001	300000	8388	1f78b4
3	300001	400000	2757	1f78b4
3	400001	500000	1676	1f78b4
3	500001	600000	4285	1f78b4
3	600001	700000	2129	1f78b4
3	700001	800000	1729	1f78b4
3	800001	900000	4946	1f78b4
3	900001	1000000	2487	1f78b4
3	1000001	1100000	2036	1f78b4
3	1100001	1200000	3365	1f78b4
3	1200001	1300000	3733	1f78b4
3	1300001	1400000	2519	1f78b4
3	1400001	1500000	2339	1f78b4
3	1500001	1600000	1481	1f78b4
3	1600001	1700000	1771	1f78b4
3	1700001	1800000	1922	1f78b4
3	1800001	1900000	3221	1f78b4
3	1900001	2000000	3387	1f78b4
3	2000001	2100000	2064	1f78b4
3	2100001	2200000	2965	1f78b4
3	2200001	2300000	11790	1f78b4
3	2300001	2400000	2027	1f78b4
3	2400001	2500000	2252	1f78b4
3	2500001	2600000	1466	1f78b4
3	2600001	2700000	2517	1f78b4
3	2700001	2800000	2167	1f78b4
3	2800001	2900000	1561	1f78b4
3	2900001	3000000	1521	1f78b4
3	3000001	3100000	6853	1f78b4
3	3100001	3200000	1665	1f78b4
3	3200001	3300000	3494	1f78b4
3	3300001	3400000	3247	1f78b4
3	3400001	3500000	2427	1f78b4
3	3500001	3600000	2068	1f78b4
3	3600001	3700000	2178	1f78b4
3	3700001	3800000	2065	1f78b4
3	3800001	3900000	2668	1f78b4
3	3900001	4000000	1395	1f78b4
3	4000001	4100000	2145	1f78b4
3	4100001	4200000	2137	1f78b4
3	4200001	4300000	1769	1f78b4
3	4300001	4400000	2264	1f78b4
3	4400001	4500000	2435	1f78b4
3	4500001	4600000	2091	1f78b4
3	4600001	4700000	3622	1f78b4
3	4700001	4800000	4494	1f78b4
3	4800001	4900000	8549	1f78b4
3	4900001	5000000	12282	1f78b4
3	5000001	5100000	8641	1f78b4
3	5100001	5200000	2798	1f78b4
3	5200001	5300000	2038	1f78b4
3	5300001	5400000	8833	1f78b4
3	5400001	5500000	1836	1f78b4
3	5500001	5600000	1775	1f78b4
3	5600001	5700000	2118	1f78b4
3	5700001	5800000	2013	1f78b4
3	5800001	5900000	2240	1f78b4
3	5900001	6000000	1783	1f78b4
3	6000001	6100000	2212	1f78b4
3	6100001	6200000	2335	1f78b4
3	6200001	6300000	1794	1f78b4
3	6300001	6400000	1943	1f78b4
3	6400001	6500000	1986	1f78b4
3	6500001	6600000	1797	1f78b4
3	6600001	6700000	2933	1f78b4
3	6700001	6800000	1916	1f78b4
3	6800001	6900000	1993	1f78b4
3	6900001	7000000	2518	1f78b4
3	7000001	7100000	2258	1f78b4
3	7100001	7200000	1732	1f78b4
3	7200001	7300000	3367	1f78b4
3	7300001	7400000	3772	1f78b4
3	7400001	7500000	2500	1f78b4
3	7500001	7600000	3146	1f78b4
3	7600001	7700000	17639	1f78b4
3	7700001	7800000	3993	1f78b4
3	7800001	7900000	3359	1f78b4
3	7900001	8000000	2370	1f78b4
3	8000001	8100000	2769	1f78b4
3	8100001	8200000	3017	1f78b4
3	8200001	8300000	5118	1f78b4
3	8300001	8400000	3880	1f78b4
3	8400001	8500000	3025	1f78b4
3	8500001	8600000	1811	1f78b4
3	8600001	8700000	2179	1f78b4
3	8700001	8800000	2246	1f78b4
3	8800001	8900000	2394	1f78b4
3	8900001	9000000	4191	1f78b4
3	9000001	9100000	3311	1f78b4
3	9100001	9200000	3017	1f78b4
3	9200001	9300000	2606	1f78b4
3	9300001	9400000	2897	1f78b4
3	9400001	9500000	2799	1f78b4
3	9500001	9600000	1772	1f78b4
3	9600001	9700000	2361	1f78b4
3	9700001	9800000	1299	1f78b4
3	9800001	9900000	4428	1f78b4
3	9900001	10000000	2763	1f78b4
3	10000001	10100000	3666	1f78b4
3	10100001	10200000	2038	1f78b4
3	10200001	10300000	2156	1f78b4
3	10300001	10400000	1665	1f78b4
3	10400001	10500000	2163	1f78b4
3	10500001	10600000	2240	1f78b4
3	10600001	10700000	1967	1f78b4
3	10700001	10800000	2852	1f78b4
3	10800001	10900000	1581	1f78b4
3	10900001	11000000	1757	1f78b4
3	11000001	11100000	2392	1f78b4
3	11100001	11200000	2349	1f78b4
3	11200001	11300000	2219	1f78b4
3	11300001	11400000	4335	1f78b4
3	11400001	11500000	17521	1f78b4
3	11500001	11600000	2189	1f78b4
3	11600001	11700000	1658	1f78b4
3	11700001	11800000	3692	1f78b4
3	11800001	11900000	1937	1f78b4
3	11900001	12000000	2513	1f78b4
3	12000001	12100000	2040	1f78b4
3	12100001	12200000	3181	1f78b4
3	12200001	12300000	3573	1f78b4
3	12300001	12400000	3651	1f78b4
3	12400001	12500000	2652	1f78b4
3	12500001	12600000	2613	1f78b4
3	12600001	12700000	2726	1f78b4
3	12700001	12800000	3303	1f78b4
3	12800001	12900000	3362	1f78b4
3	12900001	13000000	2595	1f78b4
3	13000001	13100000	2224	1f78b4
3	13100001	13200000	2374	1f78b4
3	13200001	13300000	2528	1f78b4
3	13300001	13400000	9386	1f78b4
3	13400001	13500000	5444	1f78b4
3	13500001	13600000	3790	1f78b4
3	13600001	13700000	2474	1f78b4
3	13700001	13800000	12245	1f78b4
3	13800001	13900000	5069	1f78b4
3	13900001	14000000	10868	1f78b4
3	14000001	14100000	6995	1f78b4
3	14100001	14200000	1583	1f78b4
3	14200001	14300000	4978	1f78b4
3	14300001	14400000	2305	1f78b4
3	14400001	14500000	5400	1f78b4
3	14500001	14600000	4229	1f78b4
3	14600001	14700000	5681	1f78b4
3	14700001	14800000	4490	1f78b4
3	14800001	14900000	3984	1f78b4
3	14900001	15000000	2987	1f78b4
3	15000001	15100000	7579	1f78b4
3	15100001	15200000	5484	1f78b4
3	15200001	15300000	6581	1f78b4
3	15300001	15400000	5152	1f78b4
3	15400001	15500000	18305	1f78b4
3	15500001	15600000	5492	1f78b4
3	15600001	15700000	3249	1f78b4
3	15700001	15800000	7633	1f78b4
3	15800001	15900000	5646	1f78b4
3	15900001	16000000	3137	1f78b4
3	16000001	16100000	3219	1f78b4
3	16100001	16200000	6966	1f78b4
3	16200001	16300000	4172	1f78b4
3	16300001	16400000	6461	1f78b4
3	16400001	16500000	12713	1f78b4
3	16500001	16600000	15588	1f78b4
3	16600001	16700000	5083	1f78b4
3	16700001	16800000	5081	1f78b4
3	16800001	16900000	4180	1f78b4
3	16900001	17000000	6659	1f78b4
3	17000001	17100000	9895	1f78b4
3	17100001	17200000	7312	1f78b4
3	17200001	17300000	9425	1f78b4
3	17300001	17400000	10672	1f78b4
3	17400001	17500000	4929	1f78b4
3	17500001	17600000	6125	1f78b4
3	17600001	17700000	4545	1f78b4
3	17700001	17800000	4010	1f78b4
3	17800001	17900000	3300	1f78b4
3	17900001	18000000	4192	1f78b4
3	18000001	18100000	3831	1f78b4
3	18100001	18200000	6692	1f78b4
3	18200001	18300000	7181	1f78b4
3	18300001	18400000	4834	1f78b4
3	18400001	18500000	5056	1f78b4
3	18500001	18600000	4168	1f78b4
3	18600001	18700000	10757	1f78b4
3	18700001	18800000	16088	1f78b4
3	18800001	18900000	14697	1f78b4
3	18900001	19000000	12785	1f78b4
3	19000001	19100000	12211	1f78b4
3	19100001	19200000	7652	1f78b4
3	19200001	19300000	9215	1f78b4
3	19300001	19400000	707	1f78b4
3	19400001	19500000	2267	1f78b4
3	19500001	19600000	1840	1f78b4
3	19600001	19700000	3014	1f78b4
3	19700001	19800000	4235	1f78b4
3	19800001	19900000	4616	1f78b4
3	19900001	20000000	11050	1f78b4
3	20000001	20100000	11385	1f78b4
3	20100001	20200000	18349	1f78b4
3	20200001	20300000	16766	1f78b4
3	20300001	20400000	6268	1f78b4
3	20400001	20500000	6401	1f78b4
3	20500001	20600000	3809	1f78b4
3	20600001	20700000	10886	1f78b4
3	20700001	20800000	7164	1f78b4
3	20800001	20900000	7746	1f78b4
3	20900001	21000000	3135	1f78b4
3	21000001	21100000	3024	1f78b4
3	21100001	21200000	3761	1f78b4
3	21200001	21300000	9133	1f78b4
3	21300001	21400000	6452	1f78b4
3	21400001	21500000	8934	1f78b4
3	21500001	21600000	8966	1f78b4
3	21600001	21700000	2101	1f78b4
3	21700001	21800000	3436	1f78b4
3	21800001	21900000	13334	1f78b4
3	21900001	22000000	9074	1f78b4
3	22000001	22100000	4341	1f78b4
3	22100001	22200000	11506	1f78b4
3	22200001	22300000	3384	1f78b4
3	22300001	22400000	3526	1f78b4
3	22400001	22500000	4035	1f78b4
3	22500001	22600000	3981	1f78b4
3	22600001	22700000	2965	1f78b4
3	22700001	22800000	4047	1f78b4
3	22800001	22900000	3259	1f78b4
3	22900001	23000000	12799	1f78b4
3	23000001	23100000	4260	1f78b4
3	23100001	23200000	5728	1f78b4
3	23200001	23300000	5265	1f78b4
3	23300001	23400000	2829	1f78b4
3	23400001	23500000	2479	1f78b4
3	23500001	23600000	5647	1f78b4
3	23600001	23700000	7258	1f78b4
3	23700001	23800000	2661	1f78b4
3	23800001	23900000	2624	1f78b4
3	23900001	24000000	2696	1f78b4
3	24000001	24100000	1264	1f78b4
3	24100001	24200000	996	1f78b4
3	24200001	24300000	3001	1f78b4
3	24300001	24400000	8130	1f78b4
3	24400001	24500000	2245	1f78b4
3	24500001	24600000	2499	1f78b4
3	24600001	24700000	3258	1f78b4
3	24700001	24800000	3423	1f78b4
3	24800001	24900000	3726	1f78b4
3	24900001	25000000	4473	1f78b4
3	25000001	25100000	3685	1f78b4
3	25100001	25200000	2490	1f78b4
3	25200001	25300000	3331	1f78b4
3	25300001	25400000	11869	1f78b4
3	25400001	25500000	13985	1f78b4
3	25500001	25600000	2919	1f78b4
3	25600001	25700000	6834	1f78b4
3	25700001	25800000	7965	1f78b4
3	25800001	25900000	3281	1f78b4
3	25900001	26000000	4159	1f78b4
3	26000001	26100000	1941	1f78b4
3	26100001	26200000	2226	1f78b4
3	26200001	26300000	2399	1f78b4
3	26300001	26400000	2500	1f78b4
3	26400001	26500000	3389	1f78b4
3	26500001	26600000	3230	1f78b4
3	26600001	26700000	4907	1f78b4
3	26700001	26800000	11274	1f78b4
3	26800001	26900000	7975	1f78b4
3	26900001	27000000	3734	1f78b4
3	27000001	27100000	5370	1f78b4
3	27100001	27200000	6624	1f78b4
3	27200001	27300000	2978	1f78b4
3	27300001	27400000	1916	1f78b4
3	27400001	27500000	3278	1f78b4
3	27500001	27600000	3073	1f78b4
3	27600001	27700000	3549	1f78b4
3	27700001	27800000	4013	1f78b4
3	27800001	27900000	2501	1f78b4
3	27900001	28000000	3773	1f78b4
3	28000001	28100000	2896	1f78b4
3	28100001	28200000	2071	1f78b4
3	28200001	28300000	2574	1f78b4
3	28300001	28400000	2391	1f78b4
3	28400001	28500000	2359	1f78b4
3	28500001	28600000	1862	1f78b4
3	28600001	28700000	2210	1f78b4
3	28700001	28800000	2148	1f78b4
3	28800001	28900000	2900	1f78b4
3	28900001	29000000	4155	1f78b4
3	29000001	29100000	2345	1f78b4
3	29100001	29200000	2069	1f78b4
3	29200001	29300000	5282	1f78b4
3	29300001	29400000	4377	1f78b4
3	29400001	29500000	2067	1f78b4
3	29500001	29600000	2169	1f78b4
3	29600001	29700000	5695	1f78b4
3	29700001	29800000	4836	1f78b4
3	29800001	29900000	2642	1f78b4
3	29900001	30000000	4509	1f78b4
3	30000001	30100000	6538	1f78b4
3	30100001	30200000	7014	1f78b4
3	30200001	30300000	2034	1f78b4
3	30300001	30400000	3405	1f78b4
3	30400001	30500000	3205	1f78b4
3	30500001	30600000	1705	1f78b4
3	30600001	30700000	2452	1f78b4
3	30700001	30800000	2554	1f78b4
3	30800001	30900000	2600	1f78b4
3	30900001	31000000	2333	1f78b4
3	31000001	31100000	1610	1f78b4
3	31100001	31200000	4239	1f78b4
3	31200001	31300000	2473	1f78b4
3	31300001	31400000	1971	1f78b4
3	31400001	31500000	1967	1f78b4
3	31500001	31600000	1918	1f78b4
3	31600001	31700000	1805	1f78b4
3	31700001	31800000	3796	1f78b4
3	31800001	31900000	2587	1f78b4
3	31900001	32000000	6339	1f78b4
3	32000001	32100000	2017	1f78b4
3	32100001	32200000	7307	1f78b4
3	32200001	32300000	7878	1f78b4
3	32300001	32400000	3258	1f78b4
3	32400001	32500000	3728	1f78b4
3	32500001	32600000	2422	1f78b4
3	32600001	32700000	4047	1f78b4
3	32700001	32800000	2988	1f78b4
3	32800001	32900000	6059	1f78b4
3	32900001	33000000	2506	1f78b4
3	33000001	33100000	1620	1f78b4
3	33100001	33200000	2222	1f78b4
3	33200001	33300000	3624	1f78b4
3	33300001	33400000	1618	1f78b4
3	33400001	33500000	2670	1f78b4
3	33500001	33600000	1848	1f78b4
3	33600001	33700000	2049	1f78b4
3	33700001	33800000	1797	1f78b4
3	33800001	33900000	2599	1f78b4
3	33900001	34000000	1943	1f78b4
3	34000001	34100000	4857	1f78b4
3	34100001	34200000	2941	1f78b4
3	34200001	34300000	3098	1f78b4
3	34300001	34400000	2739	1f78b4
3	34400001	34500000	1965	1f78b4
3	34500001	34600000	2570	1f78b4
3	34600001	34700000	2572	1f78b4
3	34700001	34800000	2637	1f78b4
3	34800001	34900000	5302	1f78b4
3	34900001	35000000	1755	1f78b4
3	35000001	35100000	1955	1f78b4
3	35100001	35200000	1616	1f78b4
3	35200001	35300000	6874	1f78b4
3	35300001	35400000	3585	1f78b4
3	35400001	35500000	3537	1f78b4
3	35500001	35600000	2798	1f78b4
3	35600001	35700000	4551	1f78b4
3	35700001	35800000	2757	1f78b4
3	35800001	35900000	1579	1f78b4
3	35900001	36000000	5112	1f78b4
3	36000001	36100000	3239	1f78b4
3	36100001	36200000	2961	1f78b4
3	36200001	36300000	1975	1f78b4
3	36300001	36400000	5638	1f78b4
3	36400001	36413819	474	1f78b4
4	1	100000	4884	1f78b4
4	100001	200000	3505	1f78b4
4	200001	300000	7120	1f78b4
4	300001	400000	6841	1f78b4
4	400001	500000	4339	1f78b4
4	500001	600000	11006	1f78b4
4	600001	700000	20333	1f78b4
4	700001	800000	5974	1f78b4
4	800001	900000	4750	1f78b4
4	900001	1000000	21758	1f78b4
4	1000001	1100000	10241	1f78b4
4	1100001	1200000	5617	1f78b4
4	1200001	1300000	3259	1f78b4
4	1300001	1400000	95	1f78b4
4	1400001	1500000	171	1f78b4
4	1500001	1600000	110	1f78b4
4	1600001	1700000	856	1f78b4
4	1700001	1800000	14024	1f78b4
4	1800001	1900000	5525	1f78b4
4	1900001	2000000	6747	1f78b4
4	2000001	2100000	5758	1f78b4
4	2100001	2200000	673	1f78b4
4	2200001	2300000	253	1f78b4
4	2300001	2400000	2914	1f78b4
4	2400001	2500000	9925	1f78b4
4	2500001	2600000	4380	1f78b4
4	2600001	2700000	2786	1f78b4
4	2700001	2800000	3149	1f78b4
4	2800001	2900000	10996	1f78b4
4	2900001	3000000	5584	1f78b4
4	3000001	3100000	4648	1f78b4
4	3100001	3200000	4001	1f78b4
4	3200001	3300000	2690	1f78b4
4	3300001	3400000	2226	1f78b4
4	3400001	3500000	2290	1f78b4
4	3500001	3600000	5585	1f78b4
4	3600001	3700000	13845	1f78b4
4	3700001	3800000	20059	1f78b4
4	3800001	3900000	22255	1f78b4
4	3900001	4000000	12326	1f78b4
4	4000001	4100000	5665	1f78b4
4	4100001	4200000	6620	1f78b4
4	4200001	4300000	10967	1f78b4
4	4300001	4400000	16983	1f78b4
4	4400001	4500000	14492	1f78b4
4	4500001	4600000	9751	1f78b4
4	4600001	4700000	13380	1f78b4
4	4700001	4800000	7602	1f78b4
4	4800001	4900000	6450	1f78b4
4	4900001	5000000	8971	1f78b4
4	5000001	5100000	20640	1f78b4
4	5100001	5200000	12199	1f78b4
4	5200001	5300000	10688	1f78b4
4	5300001	5400000	6745	1f78b4
4	5400001	5500000	8139	1f78b4
4	5500001	5600000	4864	1f78b4
4	5600001	5700000	9462	1f78b4
4	5700001	5800000	16314	1f78b4
4	5800001	5900000	12178	1f78b4
4	5900001	6000000	13952	1f78b4
4	6000001	6100000	20055	1f78b4
4	6100001	6200000	9755	1f78b4
4	6200001	6300000	10344	1f78b4
4	6300001	6400000	6989	1f78b4
4	6400001	6500000	6695	1f78b4
4	6500001	6600000	7453	1f78b4
4	6600001	6700000	11368	1f78b4
4	6700001	6800000	5055	1f78b4
4	6800001	6900000	7874	1f78b4
4	6900001	7000000	14443	1f78b4
4	7000001	7100000	2979	1f78b4
4	7100001	7200000	2814	1f78b4
4	7200001	7300000	8676	1f78b4
4	7300001	7400000	7124	1f78b4
4	7400001	7500000	5964	1f78b4
4	7500001	7600000	2390	1f78b4
4	7600001	7700000	2230	1f78b4
4	7700001	7800000	2329	1f78b4
4	7800001	7900000	1864	1f78b4
4	7900001	8000000	2120	1f78b4
4	8000001	8100000	3144	1f78b4
4	8100001	8200000	4510	1f78b4
4	8200001	8300000	5131	1f78b4
4	8300001	8400000	6019	1f78b4
4	8400001	8500000	6446	1f78b4
4	8500001	8600000	3513	1f78b4
4	8600001	8700000	5043	1f78b4
4	8700001	8800000	3166	1f78b4
4	8800001	8900000	13446	1f78b4
4	8900001	9000000	8191	1f78b4
4	9000001	9100000	4054	1f78b4
4	9100001	9200000	1237	1f78b4
4	9200001	9300000	2671	1f78b4
4	9300001	9400000	3342	1f78b4
4	9400001	9500000	3981	1f78b4
4	9500001	9600000	1665	1f78b4
4	9600001	9700000	4657	1f78b4
4	9700001	9800000	2215	1f78b4
4	9800001	9900000	3533	1f78b4
4	9900001	10000000	4372	1f78b4
4	10000001	10100000	5806	1f78b4
4	10100001	10200000	1662	1f78b4
4	10200001	10300000	1849	1f78b4
4	10300001	10400000	3589	1f78b4
4	10400001	10500000	1917	1f78b4
4	10500001	10600000	7970	1f78b4
4	10600001	10700000	7999	1f78b4
4	10700001	10800000	5977	1f78b4
4	10800001	10900000	7196	1f78b4
4	10900001	11000000	6611	1f78b4
4	11000001	11100000	7546	1f78b4
4	11100001	11200000	8958	1f78b4
4	11200001	11300000	3971	1f78b4
4	11300001	11400000	4967	1f78b4
4	11400001	11500000	6894	1f78b4
4	11500001	11600000	3389	1f78b4
4	11600001	11700000	15779	1f78b4
4	11700001	11800000	6090	1f78b4
4	11800001	11900000	9083	1f78b4
4	11900001	12000000	6583	1f78b4
4	12000001	12100000	7095	1f78b4
4	12100001	12200000	16226	1f78b4
4	12200001	12300000	6002	1f78b4
4	12300001	12400000	13590	1f78b4
4	12400001	12500000	4160	1f78b4
4	12500001	12600000	4179	1f78b4
4	12600001	12700000	7530	1f78b4
4	12700001	12800000	1133	1f78b4
4	12800001	12900000	236	1f78b4
4	12900001	13000000	752	1f78b4
4	13000001	13100000	2432	1f78b4
4	13100001	13200000	3823	1f78b4
4	13200001	13300000	8121	1f78b4
4	13300001	13400000	8182	1f78b4
4	13400001	13500000	13527	1f78b4
4	13500001	13600000	5052	1f78b4
4	13600001	13700000	10166	1f78b4
4	13700001	13800000	12806	1f78b4
4	13800001	13900000	13178	1f78b4
4	13900001	14000000	8818	1f78b4
4	14000001	14100000	5252	1f78b4
4	14100001	14200000	4246	1f78b4
4	14200001	14300000	9062	1f78b4
4	14300001	14400000	9061	1f78b4
4	14400001	14500000	2188	1f78b4
4	14500001	14600000	4912	1f78b4
4	14600001	14700000	4942	1f78b4
4	14700001	14800000	4193	1f78b4
4	14800001	14900000	1661	1f78b4
4	14900001	15000000	1141	1f78b4
4	15000001	15100000	1428	1f78b4
4	15100001	15200000	2193	1f78b4
4	15200001	15300000	833	1f78b4
4	15300001	15400000	1002	1f78b4
4	15400001	15500000	3268	1f78b4
4	15500001	15600000	2774	1f78b4
4	15600001	15700000	1541	1f78b4
4	15700001	15800000	991	1f78b4
4	15800001	15900000	2868	1f78b4
4	15900001	16000000	5608	1f78b4
4	16000001	16100000	3694	1f78b4
4	16100001	16200000	5890	1f78b4
4	16200001	16300000	6737	1f78b4
4	16300001	16400000	2893	1f78b4
4	16400001	16500000	3841	1f78b4
4	16500001	16600000	5410	1f78b4
4	16600001	16700000	2691	1f78b4
4	16700001	16800000	3418	1f78b4
4	16800001	16900000	3438	1f78b4
4	16900001	17000000	3883	1f78b4
4	17000001	17100000	2635	1f78b4
4	17100001	17200000	3292	1f78b4
4	17200001	17300000	2554	1f78b4
4	17300001	17400000	2309	1f78b4
4	17400001	17500000	2282	1f78b4
4	17500001	17600000	5691	1f78b4
4	17600001	17700000	5548	1f78b4
4	17700001	17800000	9769	1f78b4
4	17800001	17900000	7690	1f78b4
4	17900001	18000000	3962	1f78b4
4	18000001	18100000	11099	1f78b4
4	18100001	18200000	6569	1f78b4
4	18200001	18300000	9053	1f78b4
4	18300001	18400000	2710	1f78b4
4	18400001	18500000	3192	1f78b4
4	18500001	18600000	4332	1f78b4
4	18600001	18700000	4286	1f78b4
4	18700001	18800000	5410	1f78b4
4	18800001	18900000	12610	1f78b4
4	18900001	19000000	2621	1f78b4
4	19000001	19100000	2530	1f78b4
4	19100001	19200000	2491	1f78b4
4	19200001	19300000	3053	1f78b4
4	19300001	19400000	3285	1f78b4
4	19400001	19500000	3598	1f78b4
4	19500001	19600000	3194	1f78b4
4	19600001	19700000	2488	1f78b4
4	19700001	19800000	3589	1f78b4
4	19800001	19900000	5671	1f78b4
4	19900001	20000000	3048	1f78b4
4	20000001	20100000	2591	1f78b4
4	20100001	20200000	2640	1f78b4
4	20200001	20300000	4478	1f78b4
4	20300001	20400000	2206	1f78b4
4	20400001	20500000	2518	1f78b4
4	20500001	20600000	2336	1f78b4
4	20600001	20700000	4088	1f78b4
4	20700001	20800000	5654	1f78b4
4	20800001	20900000	1863	1f78b4
4	20900001	21000000	5103	1f78b4
4	21000001	21100000	6359	1f78b4
4	21100001	21200000	3184	1f78b4
4	21200001	21300000	3141	1f78b4
4	21300001	21400000	5068	1f78b4
4	21400001	21500000	5459	1f78b4
4	21500001	21600000	3783	1f78b4
4	21600001	21700000	2957	1f78b4
4	21700001	21800000	2599	1f78b4
4	21800001	21900000	3176	1f78b4
4	21900001	22000000	4125	1f78b4
4	22000001	22100000	3855	1f78b4
4	22100001	22200000	3888	1f78b4
4	22200001	22300000	2413	1f78b4
4	22300001	22400000	1714	1f78b4
4	22400001	22500000	2391	1f78b4
4	22500001	22600000	3672	1f78b4
4	22600001	22700000	10316	1f78b4
4	22700001	22800000	5384	1f78b4
4	22800001	22900000	3950	1f78b4
4	22900001	23000000	1803	1f78b4
4	23000001	23100000	2354	1f78b4
4	23100001	23200000	1867	1f78b4
4	23200001	23300000	3741	1f78b4
4	23300001	23400000	1790	1f78b4
4	23400001	23500000	3257	1f78b4
4	23500001	23600000	2513	1f78b4
4	23600001	23700000	5948	1f78b4
4	23700001	23800000	3679	1f78b4
4	23800001	23900000	3018	1f78b4
4	23900001	24000000	5927	1f78b4
4	24000001	24100000	2832	1f78b4
4	24100001	24200000	2440	1f78b4
4	24200001	24300000	2495	1f78b4
4	24300001	24400000	1618	1f78b4
4	24400001	24500000	3054	1f78b4
4	24500001	24600000	1317	1f78b4
4	24600001	24700000	2359	1f78b4
4	24700001	24800000	2269	1f78b4
4	24800001	24900000	1724	1f78b4
4	24900001	25000000	2991	1f78b4
4	25000001	25100000	3053	1f78b4
4	25100001	25200000	1871	1f78b4
4	25200001	25300000	2838	1f78b4
4	25300001	25400000	1528	1f78b4
4	25400001	25500000	1639	1f78b4
4	25500001	25600000	1906	1f78b4
4	25600001	25700000	1443	1f78b4
4	25700001	25800000	3129	1f78b4
4	25800001	25900000	2750	1f78b4
4	25900001	26000000	3200	1f78b4
4	26000001	26100000	3088	1f78b4
4	26100001	26200000	1788	1f78b4
4	26200001	26300000	2046	1f78b4
4	26300001	26400000	3660	1f78b4
4	26400001	26500000	2157	1f78b4
4	26500001	26600000	1583	1f78b4
4	26600001	26700000	2454	1f78b4
4	26700001	26800000	1922	1f78b4
4	26800001	26900000	4334	1f78b4
4	26900001	27000000	2023	1f78b4
4	27000001	27100000	1789	1f78b4
4	27100001	27200000	1773	1f78b4
4	27200001	27300000	1550	1f78b4
4	27300001	27400000	2429	1f78b4
4	27400001	27500000	1978	1f78b4
4	27500001	27600000	2287	1f78b4
4	27600001	27700000	1856	1f78b4
4	27700001	27800000	2139	1f78b4
4	27800001	27900000	2866	1f78b4
4	27900001	28000000	8084	1f78b4
4	28000001	28100000	2375	1f78b4
4	28100001	28200000	2076	1f78b4
4	28200001	28300000	2051	1f78b4
4	28300001	28400000	2947	1f78b4
4	28400001	28500000	2146	1f78b4
4	28500001	28600000	1687	1f78b4
4	28600001	28700000	2422	1f78b4
4	28700001	28800000	2701	1f78b4
4	28800001	28900000	2693	1f78b4
4	28900001	29000000	3544	1f78b4
4	29000001	29100000	2601	1f78b4
4	29100001	29200000	4837	1f78b4
4	29200001	29300000	2700	1f78b4
4	29300001	29400000	2405	1f78b4
4	29400001	29500000	4448	1f78b4
4	29500001	29600000	1931	1f78b4
4	29600001	29700000	2758	1f78b4
4	29700001	29800000	1865	1f78b4
4	29800001	29900000	1808	1f78b4
4	29900001	30000000	4215	1f78b4
4	30000001	30100000	2847	1f78b4
4	30100001	30200000	2227	1f78b4
4	30200001	30300000	2712	1f78b4
4	30300001	30400000	2216	1f78b4
4	30400001	30500000	2838	1f78b4
4	30500001	30600000	3680	1f78b4
4	30600001	30700000	1760	1f78b4
4	30700001	30800000	2869	1f78b4
4	30800001	30900000	2414	1f78b4
4	30900001	31000000	1427	1f78b4
4	31000001	31100000	4564	1f78b4
4	31100001	31200000	4363	1f78b4
4	31200001	31300000	2709	1f78b4
4	31300001	31400000	4784	1f78b4
4	31400001	31500000	3472	1f78b4
4	31500001	31600000	12976	1f78b4
4	31600001	31700000	9800	1f78b4
